"Variable_Name","Code_Display","Code_Query","Variable_Order","Variable_Key","Description","Unit_or_type","Data_type","Dataset","Subset","Group","SubGroup","Set_group_order","Version_or_questions","DSSAT_synon","DSSAT_group","DSSAT_order","MinVal","MaxVal","var_uid"
"seed_P","SDPAD","SDPAD",,,"P content in seed","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,,,,0,,1007
"shell_dry_weight","SHAD","SHAD",,,"Shell dry weight","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,"SHAD","TIME SERIES",,0,,1008
"shoot_weight","SHWAD","SHWAD",,,"Mass of shoot (leaf + stem) at a given day ","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,,,,0,,1009
"sucrose_dry_weight","SUAD","SUAD",,,"Sucrose dry weight","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,1010
"sucker_dry_weight","SUGD","SUGD",,,"Sucker dry weight","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,1011
"stem_dry_weight","SWAD","SWAD",,,"Stem dry weight","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,"SWAD","TIME SERIES",,0,,1012
"total_biomass_dry_wt","TDRW","TDRW",,,"Total biomass without senesced material (dry weight)","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,1013
"tot_crop_wt_w_senesced","TDWA","TDWA",,,"Tops+roots+storage+senesced tissue (dry weight)","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,1014
"litter_trash_dry_wt","TRAD","TRAD",,,"Litter (trash) dry weight","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,1015
"tops_roots_storage_d_wt","TWAD","TWAD",,,"Tops+roots+storage dry weight","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,1016
"tuber_dry_weight","UWAD","UWAD",,,"Tuber dry weight","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,1017
"leaf_dry_wt_green_areas","WLVG","WLVG",,,"Leaf dry weight, green areas","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,1018
"assimilate_production","AWAG","AWAG",,,"Assimilate production","kg/(ha.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,1019
"dead_mater_dry_increase","DWAG","DWAG",,,"Dead material dry increase","kg/(ha.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,1020
"senescence_rate_tops","SEAD","SEAD",,,"Senescence rate,tops (dry weight)","kg/(ha.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,1021
"respiration_translocat","TRRD","TRRD",,,"Respiration associated with translocation","kg/(ha.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,1022
"canopy_width","CWID","CWID",,,"Canopy width (for 1 row)","m","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,,,1023
"canopy_length","CLND","CLND",,,"Canopy length as soil to tip of longest leaf","m","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,,,,,,1024
"root_depth","RDPD","RDPD",,,"Root depth, maximum extent at date","m","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,,,1025
"ear_area_index","EAID","EAID",,,"Ear area index","m2/m2","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,1026
"leaf_area_index","LAID","LAID",,,"Leaf area index on a given day","m2/m2","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,"LAID","TIME SERIES",,0,,1027
"stem_area_index","SAID","SAID",,,"Stem area index","m2/m2","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,"SAID","TIME SERIES",,0,,1028
"green_area_index","GAID","GAID",,,"Green area index (any green material on plants)","m2/m2","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,,,,,,1029
"leaf_ar_index_live_dead","TAID","TAID",,,"Leaf area index (live+dead)","m2/m2","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,1030
"grain_unit_dry_weight","GWGD","GWGD",,,"Grain unit dry weight","mg","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,1031
"specif_lf_wt_shaded_noon","SLHN","SLHN",,,"Specific leaf wt, shaded leaves, noon","mg/cm2","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,1032
"specif_lf_wt_sunlit_noon","SLLN","SLLN",,,"Specific leaf wt, sunlit leaves, noon","mg/cm2","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,1033
"harvest_yield_fresh_wt","HYFAD","HYFAD",,,"Harvest yield (fresh wt) at a given day","Mg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,1034
"tuber_fresh_weight","UYFAD","UYFAD",,,"Tuber fresh weight","Mg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,1035
"leaf_phot_shaded_lf_noon","LMHN","LMHN",,,"Photosynthesis, Pmax for shaded leaves at noon","mg/(m2.s)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,1036
"leaf_phot_sunlit_lf_noon","LMLN","LMLN",,,"Photosynthesis, Pmax for sunlit leaves at noon","mg/(m2.s)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,1037
"CO2_factor_photosynth","CO2FP","CO2FP",,,"CO2 factor for photosynthesis (0 to 1 scale)","number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,1,1038
"daylength_factor","DAYLF","DAYLF",,,"Daylength factor (0 to 1 scale)","number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,1,1039
"leaf_number_per_stem","L#SD","LnoSD",,,"Leaf number per main stem","number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,,,1040
"leaf_tip_number_per_stem","T#SD","TnoSD",,,"Leaf tip number per stem","number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,,,1041
"temp_fact_leaf_growth","TFGD","TFGD",,,"Temperature factor for leaf growth (0 to 1 scale)","number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,,,,0,1,1042
"temp_fact_photosyn","TFPD","TFPD",,,"Temperature factor for photosynthesis (0 to 1 scale)","number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,,,,0,1,1043
"vernalization_factor","VRNF","VRNF",,,"Vernalization factor (0 to 1 scale)","number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,1,1044
"leaf_no_increase_rate","L#IR","LnoIR",,,"Leaf number increase rate","number/day","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,1045
"leaf_appearance_rate","LARD","LARD",,,"Leaf appearance rate","number/day","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,1046
"lf_appear_rate_bio_day_b","LRSD","LRSD",,,"Leaf appearance rate on a biological day basis","number/day","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,1047
"plant_density","PLPAD","PLPAD",,,"Plant density on sampling date","number/m2","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,,,,,,1048
"ear_number","E#AD","EnoAD",,,"Ear number","number/m2","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,"E#AD","TIME SERIES",,0,,1049
"ear_length","ELAD","ELAD",,,"Ear length","cm","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,"2019-08-02, CHP",".",,,0,,1050
"grain_number","G#AD","GnoAD",,,"Grain number on sampling date","number/m2","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,1051
"corm_population","O#AD","OnoAD",,,"Corm","number/m2","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,1052
"pod_number","PD#AD","PDnoAD",,,"Pod number","number/m2","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,1053
"panicle_number","PN#AD","PNnoAD",,,"Panicle number","number/m2","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,1054
"shoot_(apex)_number","S#AD","SnoAD",,,"Shoot (apex) number","number/m2","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,1055
"tiller_number","T#AD","TnoAD",,,"Tiller number","number/m2","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,1056
"grain_number_per_plant","G#PD","GnoPD",,,"Grain number per plant","number/plant","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,1057
"shoot_apex_num_per_plant","S#PD","SnoPD",,,"Shoot (apex) number per plant","number/plant","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,,,,0,,1058
"spikelet_number","SP#P","SPnoP",,,"Spikelet number","number/plant","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,1059
"tiller_number_per_plant","T#PD","TnoPD",,,"Tiller number per plant","number/plant","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,1060
"grain_number_per_shoot","G#SD","GnoSD",,,"Grain number per shoot","number/shoot","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,,1061
"grain_number_per_ear","G#ED","GnoED",,,"Grain number per ear","number/ear","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,"2019-06-18, CHP",".",,,0,,1062
"partitioning_of_wt_shoot","PTF","PTF",,,"Partitioning of weight to shoot","ratio","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,"PRSD","TIME SERIES",,,,1063
"harvest_index","HIAD","HIAD",,,"Harvest index on sampling date","unitless","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,0.8,1064
"pod_harvest_index","HIPD","HIPD",,,"Pod, panicle, ear or head harvest index","unitless","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,0.8,1065
"sucrose_harvest_index","SUID","SUID",,,"Sucrose harvest index","unitless","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,,".",,,0,0.8,1066
"tot_wt_CH2O_equiv","TWGED","TWGED",,,"Total crop dry mass expressed as glucose equivalents (glu, cost of biosynthesis)","kg glu/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,"2025-07-07, JWW",,,,,,1067
"can_wt_CH2O_equiv","CWGED","CWGED",,,"Canopy (above-ground) crop dry mass expressed as glucose equivalents (GLU, cost of biosynthesis)","kg glu/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,"2025-07-07, JWW",,,,,,1068
"tot_cost_glu_eqiv","TCGED","TCGED",,,"Cost of total crop as glucose equivalent (glu)","kg glu/kg","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,"2025-07-07, JWW",,,,,,1069
"can_cost_glu_eqiv","CCGED","CCGED",,,"Cost of canopy (above-ground) as glucose equivalent (glu)","kg glu/kg","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,"2025-07-07, JWW",,,,,,1070
"leaf_cost_glu_eqiv","LCGED","LCGED",,,"Cost of leaf tissue as glucose equivalent (glu)","kg glu/kg","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,"2025-07-07, JWW",,,,,,1071
"stem_cost_glu_eqiv","SCGED","SCGED",,,"Cost of stem tissue as glucose equivalent (glu)","kg glu/kg","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,"2025-07-07, JWW",,,,,,1072
"root_cost_glu_eqiv","RCGED","RCGED",,,"Cost of root tissue as glucose equivalent (glu)","kg glu/kg","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,"2025-07-07, JWW",,,,,,1073
"pod_cost_glu_eqiv","PCGED","PCGED",,,"Cost of pod (including seed)  tissue as glucose equivalent (glu)","kg glu/kg","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,"2025-07-07, JWW",,,,,,1074
"seed_cost_glu_eqiv","SCGED","SCGED",,,"Cost of seed tissue as glucose equivalent (glu)","kg glu/kg","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_GROWTH",2511,"2025-07-07, JWW",,,,,,1075
"chaff_N_concentration","CHN%","CHNPC",,,"Chaff N concentration","%","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN",2512,,".",,,0,20,1076
"tops_N_concentration","CN%D","CNPCD",,,"Tops (i.e., canopy) N concentration","%","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN",2512,,".",,,0,,1077
"tops_protein_concentration","CPR%D","CPRPCD",,,"Tops (i.e., canopy) protein concentration","%","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN",2512,,".",,,0,,1078
"grain_N_conc","GN%D","GNPCD",,,"Grain N concentration on sampling date","%","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN",2512,,".",,,0,,1079
"grain_protein_concentration","GPR%D","GPRPCD",,,"Grain protein concentration","%","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN",2512,,".",,,0,,1080
"leaf_N_concentration","LN%D","LNPCD",,,"Leaf N concentration","%","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN",2512,,".",,,0,,1081
"shaded_leaf_N_conc","N%HN","NPCHN",,,"Nitrogen concentration in shaded leaves, noon","%","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN",2512,,".",,,0,,1082
"sunlit_leaf_N_conc","N%LN","NPCLN",,,"Nitrogen sunlit leaves, noon","%","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN",2512,,".",,,0,,1083
"root_N_concentration","RN%D","RNPCD",,,"Root N concentration  on sampling day","%","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN",2512,,".",,,0,,1084
"pod_N_conc","PODND","PODND",,,"Pod N concentration","%","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN",2512,"2021-02-04,chp",".",,,0,,1085
"shell_N_conc","SHND","SHND",,,"Shell N concentration","%","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN",2512,,".",,,0,,1086
"stem_N_conc","SN%D","SNPCD",,,"Stem N concentration","%","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN",2512,,".",,,0,,1087
"tuber_N_conc","UN%D","UNPCD",,,"Tuber N concentration","%","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN",2512,,".",,,0,,1088
"veg_stem_leaf_N_conc","VN%D","VNPCD",,,"Veg (stem+leaf) N concentration","%","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN",2512,,".",,,0,,1089
"specific_leaf_N","SLND","SLND",,,"Specific leaf N","g/cm2","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN",2512,,".",,,0,,1090
"reserve_N_per_plant","RSVN","RSVN",,,"Reserve N","g/[plant]","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN",2512,"do we need per plant variable?",".",,,0,,1091
"tops_N","CNAD","CNAD",,,"Nitrogen in above ground plant parts","kg[N]/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN",2512,,".",,,0,,1092
"N_fixed","NFXC","NFXC",,,"N fixed","kg[N]/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN",2512,,".",,,0,,1093
"N_uptake_cumulative","NUAD","NUAD",,,"N uptake, cumulative","kg[N]/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN",2512,"Really cumulative",".",,,0,,1094
"N_uptake","NUPC","NUPC",,,"N uptake","kg[N]/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN",2512,"NUAC",".",,,0,,1095
"reserve_N","RSNAD","RSNAD",,,"Reserve N","kg[N]/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN",2512,,".",,,0,,1096
"tops_(ie_canopy)_N","TNAD","TNAD",,,"Tops (ie canopy) N","kg[N]/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN",2512,,".",,,0,,1097
"tuber_stem_leaf_N","TUNA","TUNA",,,"Tuber+stem+leaf N","kg[N]/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN",2512,,".",,,0,,1098
"tuber_N","UNAD","UNAD",,,"Tuber N","kg[N]/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN",2512,,".",,,0,,1099
"vegetative_N_content","VNAD","VNAD",,,"Veg (stem+leaf) N","kg[N]/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN",2512,,".",,,0,,1100
"fruit_N_content","FRNAD","FRNAD",,,"Fruit N","kg[N]/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN",2512,,".",,,0,,1101
"chaff_N_content","CHNAD","CHNAD",,,"Chaff N","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN",2512,,".",,,0,,1102
"grain_N","GNAD","GNAD",,,"Grain N","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN",2512,,".",,,0,,1103
"leaf_N","LNAD","LNAD",,,"Leaf N","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN",2512,,".",,,0,,1104
"green_leaf_N","LGNAD","LGNAD",,,"Leaf N of green leaves","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN",2512,,,,,,,1105
"dead_leaf_N","LDNAD","LDNAD",,,"Leaf N of dead (senesced) leaves","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN",2512,,,,,,,1106
"root_N","RNAD","RNAD",,,"Root N on sampling day","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN",2512,,".",,,0,,1107
"stem_N","SNAD","SNAD",,,"Stem N","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN",2512,,".",,,0,,1108
"dead_N_increment","DNAG","DNAG",,,"Dead N increment","kg/(ha.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN",2512,,".",,,0,,1109
"N_fixation_rate","NFXD","NFXD",,,"N fixation rate","kg/(ha.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN",2512,,".",,,0,,1110
"N_uptake_rate","RNUA","RNUA",,,"N uptake rate","kg/(ha.d)","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN",2512,,".",,,0,,1111
"N_factor_for_leaf_growth","NFGD","NFGD",,,"N factor for leaf growth (0 to 1 scale)","number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN",2512,,".",,,0,1,1112
"N_factor_photosynthesis","NFPD","NFPD",,,"N factor for photosynthesis (0 to 1 scale)","number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN",2512,,,,,0,1,1113
"N_factor_for_senescence","NFSD","NFSD",,,"N factor for senescence (0 to 1 scale)","number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN",2512,,".",,,0,1,1114
"N_factor_for_tillering","NFTID","NFTID",,,"N factor for tillering (0 to 1 scale)","number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN",2512,,"NFTD",,,0,1,1115
"N_uptake_to_demand_ratio","NUPR","NUPR",,,"N uptake to demand ratio","number","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN",2512,,".",,,,,1116
"leaf_critical_N_factor","LCNF","LCNF",,,"Leaf critical N factor","ratio","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN",2512,,".",,,,,1117
"roots_critical_N_factor","RCNF","RCNF",,,"Roots critical [N] factor","ratio","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN",2512,,".",,,,,1118
"stem_critical_N_factor","SCNF","SCNF",,,"Stem critical N factor","ratio","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN",2512,,".",,,,,1119
"N_factor_for_N_uptake","NFUD","NFUD",,,"N factor for N uptake","unitless","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN",2512,,".",,,0,,1120
"nitrogen_harvest_index","NHID","NHID",,,"Harvest index for N on sampling date","unitless","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_NITROGEN",2512,,".",,,0,,1121
"chaff_P_concentration","CHP%","CHPPC",,,"Chaff phosphorus concentration","%","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS",2513,,".",,,0,,1122
"tops_P_concentration","CP%D","CPPCD",,,"Tops (i.e., canopy) phosphorus concentration","%","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS",2513,,".",,,0,,1123
"grain_P_conc","GP%D","GPPCD",,,"Grain phosphorus concentration","%","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS",2513,,".",,,0,,1124
"leaf_P_concentration","LP%D","LPPCD",,,"Leaf phosphorus concentration","%","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS",2513,,".",,,0,,1125
"plant_P_conc","PLP%D","PLPPCD",,,"Whole plant P concentration","%","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS",2513,,,,,0,,1126
"root_P_conc","RTP%D","RTPPCD",,,"Root P concentration","%","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS",2513,,,,,0,,1127
"shoot_P_conc","SHP%D","SHPPCD",,,"P concentration in leaf and stem","%","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS",2513,,,,,0,,1128
"shell_P_conc","SLP%D","SLPPCD",,,"Shell P concentration","%","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS",2513,,,,,0,,1129
"stem_P_conc","SP%D","SPPCD",,,"Stem phosphorus concentration","%","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS",2513,,".",,,0,,1130
"tuber_P_conc","UP%D","UPPCD",,,"Tuber phosphorus concentration","%","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS",2513,,".",,,0,,1131
"veg_stem_leaf_P_conc","VP%D","VPPCD",,,"Veg (stem+leaf) phosphorus concentration","%","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS",2513,,".",,,0,,1132
"plant_death_temperature","TKILL","TKILL",,,"Temperature for plant death (dynamic)","degree_C","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS",2513,,".",,,,,1133
"reserve_P_per_plant","RSVP","RSVP",,,"Reserve phosphorus on per plant basis","g/[plant]","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS",2513,,".",,,0,,1134
"chaff_P_content","CHPAD","CHPAD",,,"Chaff phosphorus","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS",2513,,".",,,0,,1135
"tops_P","CPAD","CPAD",,,"Phosphorus in above ground plant parts","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS",2513,,".",,,0,,1136
"grain_P","GPAD","GPAD",,,"Grain phosphorus content","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS",2513,,".",,,0,,1137
"leaf_P","LPAD","LPAD",,,"Leaf phosphorus","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS",2513,,".",,,0,,1138
"plant_P","PPAD","PPAD",,,"P content in plant","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS",2513,,,,,0,,1139
"stable_P_kg/ha","PSTTD","PSTTD",,,"Total stable soil P                         .","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS",2513,,,,,0,,1140
"P_uptake_cum","PUPC","PUPC",,,"Seasonal cumulative P uptake","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS",2513,,,,,0,,1141
"reserve_P","RSPAD","RSPAD",,,"Reserve phosphorus","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS",2513,,".",,,0,,1142
"root_P","RTPAD","RTPAD",,,"P content in roots on sampling day","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS",2513,,"RPAD",,,0,,1143
"shell_P","SHLPD","SHLPD",,,"P content in shell (kg[P]/ha)","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS",2513,,,,,0,,1144
"shoot_P","SHPAD","SHPAD",,,"P content in leaf and stem (kg[P]/ha)","kg/ha","single","EXPERIMENT","MEASURED_DATA","TIME_SERIES","PLANT_PHOSPHORUS",2513,,,,,0,,1145
